,Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location,Opponent,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg,Year
1633,LOSS,Tony Ferguson,0,80,1,0,Welterweight,"SUB, Guillotine Choke",4,2:52,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Nate Diaz,RECORD: 26-10-0,"5' 11""",155 lbs.,"76""",Orthodox,4.94,0.45,4.41,55%,0.39,35%,67%,0.9,2022
1634,WIN,Khamzat Chimaev,0,0,2,2,Catch,"SUB, D'Arce Choke",1,2:13,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Kevin Holland,RECORD: 13-0-0,"6' 2""",185 lbs.,"75""",Orthodox,5.72,0.58,3.46,42%,3.99,46%,100%,2.7,2022
1635,LOSS,Kevin Holland,0,0,0,0,Catch,"SUB, D'Arce Choke",1,2:13,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Khamzat Chimaev,RECORD: 25-11-0 (1 NC),"6' 3""",170 lbs.,"81""",Orthodox,4.24,0.49,3.19,50%,0.85,38%,54%,0.6,2022
1636,WIN,Daniel Rodriguez,0,88,0,0,Catch,S-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Li Jingliang,RECORD: 17-4-0,"6' 1""",170 lbs.,"74""",Southpaw,7.3,0.5,5.28,56%,0.62,50%,63%,0.1,2022
1637,LOSS,Li Jingliang,0,78,1,0,Catch,S-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Daniel Rodriguez,RECORD: 19-8-0,"6' 0""",170 lbs.,"71""",Orthodox,4.46,0.42,3.84,57%,1.25,41%,60%,0.0,2022
1638,WIN,Irene Aldana,1,37,0,2,Catch,"KO/TKO, Kick",3,2:21,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Macy Chiasson,RECORD: 15-7-0,"5' 9""",135 lbs.,"68""",Orthodox,5.24,0.4,6.33,57%,0.16,50%,76%,0.2,2022
1639,LOSS,Macy Chiasson,0,39,3,0,Catch,"KO/TKO, Kick",3,2:21,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Irene Aldana,RECORD: 10-3-0,"5' 11""",135 lbs.,"72""",Orthodox,3.53,0.44,2.53,46%,2.38,37%,62%,0.5,2022
1640,WIN,Johnny Walker,0,3,1,3,Light Heavyweight,"SUB, Rear Naked Choke",1,4:37,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Ion Cutelaba,RECORD: 21-8-0 (1 NC),"6' 6""",205 lbs.,"82""",Orthodox,3.81,0.53,2.83,44%,0.46,100%,57%,0.9,2022
1641,LOSS,Ion Cutelaba,0,3,1,0,Light Heavyweight,"SUB, Rear Naked Choke",1,4:37,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Johnny Walker,RECORD: 17-10-1 (1 NC),"6' 1""",205 lbs.,"75""",Southpaw,4.44,0.43,3.43,47%,4.17,57%,76%,0.0,2022
1642,WIN,Julian Erosa,0,92,2,0,Featherweight,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Hakeem Dawodu,RECORD: 29-12-0,"6' 1""",145 lbs.,"74""",Southpaw,6.14,0.48,6.29,47%,1.63,46%,58%,0.8,2022
1643,LOSS,Hakeem Dawodu,0,74,0,0,Featherweight,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Julian Erosa,RECORD: 13-4-1,"5' 8""",145 lbs.,"73""",Orthodox,5.45,0.5,3.37,56%,0.0,0%,65%,0.0,2022
1644,WIN,Jailton Almeida,0,17,3,2,Catch,"SUB, Rear Naked Choke",1,4:27,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Anton Turkalj,RECORD: 20-3-0,"6' 3""",205 lbs.,"79""",Orthodox,2.54,0.64,0.74,40%,6.88,59%,75%,2.2,2022
1645,LOSS,Anton Turkalj,0,1,0,0,Catch,"SUB, Rear Naked Choke",1,4:27,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Jailton Almeida,RECORD: 8-4-0,"6' 4""",205 lbs.,"78""",Orthodox,2.45,0.42,3.42,54%,4.98,41%,16%,0.0,2022
1646,WIN,Denis Tiuliulin,2,73,0,0,Middleweight,"KO/TKO, Punches",2,4:52,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Jamie Pickett,RECORD: 10-9-0 (1 NC),"6' 1""",185 lbs.,"77""",Orthodox,4.5,0.41,6.15,36%,0.0,0%,73%,0.0,2022
1647,LOSS,Jamie Pickett,0,60,0,0,Middleweight,"KO/TKO, Punches",2,4:52,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Denis Tiuliulin,RECORD: 13-11-0,"6' 2""",185 lbs.,"80""",Orthodox,2.65,0.47,3.62,50%,1.26,40%,67%,0.1,2022
1648,WIN,Chris Barnett,0,54,0,0,Heavyweight,"KO/TKO, Punches",2,2:24,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Jake Collier,RECORD: 23-8-0,"5' 9""",265 lbs.,"75""",Orthodox,4.41,0.48,5.87,40%,0.0,0%,33%,0.0,2022
1649,LOSS,Jake Collier,1,51,1,1,Heavyweight,"KO/TKO, Punches",2,2:24,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Chris Barnett,RECORD: 13-10-0,"6' 3""",230 lbs.,"78""",Orthodox,5.8,0.44,5.08,50%,0.71,33%,67%,0.6,2022
1650,WIN,Norma Dumont,1,52,2,0,Women's,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Danyelle Wolf,RECORD: 11-2-0,"5' 7""",135 lbs.,"67""",Orthodox,3.11,0.49,1.89,66%,1.91,68%,72%,0.0,2022
1651,LOSS,Danyelle Wolf,0,20,0,0,Women's,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Norma Dumont,RECORD: 1-1-0,"5' 11""",145 lbs.,"70""",Orthodox,2.37,0.25,4.57,47%,0.0,0%,77%,0.5,2022
1652,WIN,Alatengheili,0,49,2,0,Bantamweight,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Chad Anheliger,RECORD: 16-9-2,"5' 5""",135 lbs.,"66""",Orthodox,2.88,0.33,5.03,58%,1.82,40%,72%,0.0,2022
1653,LOSS,Chad Anheliger,0,39,0,0,Bantamweight,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Alatengheili,RECORD: 13-7-0,"5' 6""",135 lbs.,"64""",Orthodox,3.6,0.45,3.11,53%,0.82,30%,42%,0.6,2022
1654,WIN,Elise Reed,1,38,3,0,Women's,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Melissa Martinez,RECORD: 7-4-0,"5' 3""",115 lbs.,"63""",Orthodox,2.66,0.49,3.06,52%,0.58,60%,42%,0.0,2022
1655,LOSS,Melissa Martinez,0,45,1,0,Women's,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Elise Reed,RECORD: 7-1-0,"5' 2""",115 lbs.,"66""",Southpaw,3.0,0.57,2.53,45%,1.0,50%,0%,0.0,2022
1656,WIN,Yohan Lainesse,0,23,0,0,Welterweight,S-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Darian Weeks,RECORD: 9-3-0,"6' 1""",170 lbs.,"76""",Orthodox,2.22,0.41,3.38,58%,0.94,28%,72%,0.5,2022
1657,LOSS,Darian Weeks,0,44,1,0,Welterweight,S-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Yohan Lainesse,RECORD: 5-3-0,"5' 11""",170 lbs.,"72""",Orthodox,4.49,0.51,4.56,51%,2.0,30%,100%,0.0,2022
1658,WIN,Ciryl Gane,1,110,0,0,Heavyweight,"KO/TKO, Punches",3,4:23,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Tai Tuivasa,RECORD: 12-2-0,"6' 4""",245 lbs.,"81""",Orthodox,5.49,0.6,2.19,63%,0.58,21%,50%,0.5,2022
1659,LOSS,Tai Tuivasa,1,29,0,0,Heavyweight,"KO/TKO, Punches",3,4:23,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Ciryl Gane,RECORD: 15-7-0,"6' 2""",264 lbs.,"75""",Southpaw,3.96,0.49,5.05,43%,0.0,0%,57%,0.0,2022
1660,WIN,Robert Whittaker,0,74,1,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Marvin Vettori,RECORD: 26-7-0,"6' 0""",185 lbs.,"73""",Orthodox,4.57,0.42,3.45,59%,0.81,38%,82%,0.0,2022
1661,LOSS,Marvin Vettori,0,33,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Robert Whittaker,RECORD: 19-7-1,"6' 0""",185 lbs.,"74""",Southpaw,4.56,0.45,4.24,56%,1.66,45%,69%,0.5,2022
1662,WIN,Nassourdine Imavov,0,51,2,2,Middleweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Joaquin Buckley,RECORD: 13-4-0 (1 NC),"6' 3""",185 lbs.,"75""",Orthodox,4.53,0.54,3.26,61%,0.87,31%,76%,1.5,2022
1663,LOSS,Joaquin Buckley,0,46,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Nassourdine Imavov,RECORD: 18-6-0,"5' 10""",170 lbs.,"76""",Southpaw,4.06,0.34,3.26,58%,1.4,36%,69%,0.0,2022
1664,WIN,Roman Kopylov,1,59,0,0,Middleweight,"KO/TKO, Punches",3,1:09,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Alessio Di Chirico,RECORD: 12-3-0,"6' 0""",185 lbs.,"75""",Southpaw,4.66,0.54,4.1,60%,0.42,50%,87%,0.0,2022
1665,LOSS,Alessio Di Chirico,0,39,0,0,Middleweight,"KO/TKO, Punches",3,1:09,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Roman Kopylov,RECORD: 13-7-0,"6' 0""",185 lbs.,"74""",Orthodox,3.32,0.39,3.44,61%,1.46,39%,83%,0.0,2022
1666,WIN,William Gomis,0,32,3,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Jarno Errens,RECORD: 13-2-0,"6' 0""",145 lbs.,"73""",Southpaw,2.62,0.46,1.49,75%,1.06,60%,81%,0.7,2022
1667,LOSS,Jarno Errens,0,20,0,1,Featherweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",William Gomis,RECORD: 14-5-1,"5' 11""",145 lbs.,"73""",Orthodox,3.44,0.46,3.36,63%,0.0,0%,28%,0.3,2022
1668,WIN,Nathaniel Wood,0,97,5,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Charles Jourdain,RECORD: 20-6-0,"5' 6""",145 lbs.,"69""",Orthodox,5.91,0.5,4.22,56%,1.74,48%,70%,0.5,2022
1669,LOSS,Charles Jourdain,0,86,1,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Nathaniel Wood,RECORD: 15-7-1,"5' 9""",145 lbs.,"69""",Switch,5.56,0.48,4.31,57%,0.09,10%,48%,0.6,2022
1670,WIN,Abus Magomedov,1,7,0,0,Middleweight,"KO/TKO, Punches",1,0:19,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Dustin Stoltzfus,RECORD: 25-6-1,"6' 2""",185 lbs.,"78""",Orthodox,3.73,0.42,5.36,54%,0.61,50%,100%,0.0,2022
1671,LOSS,Dustin Stoltzfus,0,0,0,0,Middleweight,"KO/TKO, Punches",1,0:19,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Abus Magomedov,RECORD: 15-5-0,"6' 0""",185 lbs.,"75""",Orthodox,3.49,0.44,3.29,48%,2.4,40%,46%,0.7,2022
1672,WIN,Nasrat Haqparast,1,64,2,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",John Makdessi,RECORD: 16-5-0,"5' 10""",155 lbs.,"72""",Southpaw,5.78,0.44,5.25,64%,0.31,20%,78%,0.0,2022
1673,LOSS,John Makdessi,0,73,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Nasrat Haqparast,RECORD: 18-9-0,"5' 8""",155 lbs.,"68""",Orthodox,5.52,0.49,4.15,68%,0.0,0%,86%,0.0,2022
1674,WIN,Fares Ziam,0,60,3,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Michal Figlak,RECORD: 15-4-0,"6' 1""",155 lbs.,"75""",Orthodox,2.7,0.48,1.72,65%,0.81,23%,67%,0.2,2022
1675,LOSS,Michal Figlak,0,28,1,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Fares Ziam,RECORD: 8-1-0,"5' 10""",155 lbs.,"70""",Orthodox,1.87,0.29,4.0,44%,1.0,20%,57%,0.0,2022
1676,WIN,Benoit Saint Denis,3,42,1,0,Lightweight,"KO/TKO, Punches",2,0:16,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Gabriel Miranda,RECORD: 13-2-0 (1 NC),"5' 11""",155 lbs.,"73""",Southpaw,5.7,0.54,4.98,42%,4.76,37%,69%,1.5,2022
1677,LOSS,Gabriel Miranda,0,20,1,0,Lightweight,"KO/TKO, Punches",2,0:16,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Benoit Saint Denis,RECORD: 17-6-0,"5' 11""",145 lbs.,"71""",Orthodox,3.52,0.51,6.88,39%,4.8,40%,0%,2.4,2022
1678,WIN,Cristian Quinonez,0,19,0,0,Bantamweight,"KO/TKO, Punches",1,3:15,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Khalid Taha,RECORD: 18-5-0,"5' 8""",135 lbs.,"70""",Orthodox,4.19,0.4,4.55,55%,1.37,37%,84%,0.0,2022
1679,LOSS,Khalid Taha,0,6,0,0,Bantamweight,"KO/TKO, Punches",1,3:15,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Cristian Quinonez,RECORD: 13-5-0 (1 NC),"5' 5""",135 lbs.,"69""",Orthodox,2.64,0.32,4.12,46%,0.0,0%,61%,0.2,2022
1680,WIN,Stephanie Egger,0,15,2,1,Women's,"SUB, Rear Naked Choke",2,4:54,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Ailin Perez,RECORD: 8-5-0,"5' 6""",135 lbs.,"68""",Orthodox,2.2,0.46,2.48,52%,2.48,42%,50%,0.6,2022
1681,LOSS,Ailin Perez,0,16,1,0,Women's,"SUB, Rear Naked Choke",2,4:54,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Stephanie Egger,RECORD: 9-2-0,"5' 5""",135 lbs.,"66""",Switch,2.96,0.55,1.18,57%,4.89,50%,75%,0.0,2022
1682,WIN,Leon Edwards,1,55,1,1,Welterweight,"KO/TKO, Kick",5,4:04,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Kamaru Usman,RECORD: 22-3-0 (1 NC),"6' 2""",170 lbs.,"74""",Southpaw,2.75,0.53,2.34,54%,1.25,34%,70%,0.4,2022
1683,LOSS,Kamaru Usman,0,83,5,0,Welterweight,"KO/TKO, Kick",5,4:04,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Leon Edwards,RECORD: 20-4-0,"6' 0""",170 lbs.,"76""",Switch,4.36,0.52,2.74,54%,2.82,45%,89%,0.1,2022
1684,WIN,Paulo Costa,0,73,2,0,Middleweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Luke Rockhold,RECORD: 14-3-0,"6' 1""",185 lbs.,"72""",Orthodox,6.2,0.58,6.38,47%,0.45,75%,80%,0.0,2022
1685,LOSS,Luke Rockhold,0,51,1,0,Middleweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Paulo Costa,RECORD: 16-6-0,"6' 3""",185 lbs.,"77""",Southpaw,4.1,0.49,2.68,53%,0.7,29%,65%,1.0,2022
1686,WIN,Merab Dvalishvili,0,57,0,0,Bantamweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Jose Aldo,RECORD: 17-4-0,"5' 6""",135 lbs.,"68""",Orthodox,4.5,0.41,2.37,57%,6.43,36%,80%,0.3,2022
1687,LOSS,Jose Aldo,0,38,0,0,Bantamweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Merab Dvalishvili,RECORD: 31-8-0,"5' 7""",135 lbs.,"70""",Orthodox,3.57,0.46,3.74,60%,0.49,54%,91%,0.1,2022
1688,WIN,Lucie Pudilova,0,39,2,1,Women's,"KO/TKO, Elbows",2,4:04,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Wu Yanan,RECORD: 14-9-0,"5' 8""",135 lbs.,"67""",Orthodox,3.68,0.37,3.83,51%,0.55,27%,66%,0.7,2022
1689,LOSS,Wu Yanan,0,26,0,0,Women's,"KO/TKO, Elbows",2,4:04,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Lucie Pudilova,RECORD: 13-6-0,"5' 8""",135 lbs.,"66""",Orthodox,4.23,0.41,4.95,49%,0.62,30%,63%,0.2,2022
1690,WIN,Tyson Pedro,1,6,0,0,Light Heavyweight,"KO/TKO, Kick",1,1:05,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Harry Hunsucker,RECORD: 10-5-0,"6' 3""",205 lbs.,"79""",Orthodox,2.9,0.59,2.39,56%,0.76,30%,50%,0.8,2022
1691,LOSS,Harry Hunsucker,0,2,0,0,Light Heavyweight,"KO/TKO, Kick",1,1:05,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Tyson Pedro,RECORD: 7-6-0,"6' 2""",205 lbs.,"75""",Orthodox,3.54,0.52,6.53,42%,0.0,0%,0%,2.0,2022
1692,WIN,Marcin Tybura,0,47,0,0,Heavyweight,M-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Alexandr Romanov,RECORD: 25-8-0,"6' 3""",249 lbs.,"78""",Orthodox,3.6,0.48,3.35,55%,1.43,33%,79%,0.1,2022
1693,LOSS,Alexandr Romanov,0,40,2,0,Heavyweight,M-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Marcin Tybura,RECORD: 17-2-0,"6' 2""",262 lbs.,"75""",Southpaw,4.06,0.52,2.2,50%,4.32,54%,20%,0.9,2022
1694,WIN,Jared Gordon,0,116,0,0,Lightweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Leonardo Santos,RECORD: 20-6-0 (1 NC),"5' 9""",155 lbs.,"68""",Orthodox,5.39,0.57,3.4,57%,1.95,40%,62%,0.0,2022
1695,LOSS,Leonardo Santos,0,36,0,0,Lightweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Jared Gordon,RECORD: 18-7-1,"6' 0""",155 lbs.,"75""",Orthodox,2.82,0.46,3.4,54%,0.88,25%,86%,0.2,2022
1696,DRAW,Sean Woodson,0,73,0,1,Featherweight,S-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Luis Saldana,RECORD: 11-1-1,"6' 2""",145 lbs.,"78""",Orthodox,5.4,0.46,4.0,58%,0.76,62%,84%,0.5,2022
1697,DRAW,Luis Saldana,2,91,1,0,Featherweight,S-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Sean Woodson,RECORD: 16-7-1,"5' 11""",145 lbs.,"73""",Orthodox,5.16,0.5,3.65,60%,0.64,17%,44%,0.2,2022
1698,WIN,Ange Loosa,0,129,2,0,Welterweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",AJ Fletcher,RECORD: 10-3-0 (1 NC),"5' 10""",170 lbs.,"74""",Orthodox,6.09,0.46,6.67,52%,2.05,42%,90%,0.2,2022
1699,LOSS,AJ Fletcher,0,87,0,0,Welterweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Ange Loosa,RECORD: 10-3-0,"5' 10""",170 lbs.,"67""",Switch,3.36,0.49,4.61,46%,1.54,35%,33%,0.9,2022
1700,WIN,Amir Albazi,0,12,2,1,Flyweight,"SUB, Rear Naked Choke",1,4:34,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Francisco Figueiredo,RECORD: 17-1-0,"5' 5""",125 lbs.,"68""",Orthodox,2.8,0.39,3.07,63%,1.71,33%,40%,0.7,2022
1701,LOSS,Francisco Figueiredo,0,11,0,0,Flyweight,"SUB, Rear Naked Choke",1,4:34,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Amir Albazi,RECORD: 13-5-1 (1 NC),"5' 6""",125 lbs.,"68""",Southpaw,2.04,0.61,2.59,61%,2.51,75%,76%,0.4,2022
1702,WIN,Aoriqileng,0,72,0,0,Bantamweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Jay Perrin,RECORD: 25-10-0 (1 NC),"5' 7""",135 lbs.,"69""",Orthodox,5.31,0.5,6.03,47%,1.45,46%,58%,0.0,2022
1703,LOSS,Jay Perrin,0,88,3,0,Bantamweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Aoriqileng,RECORD: 10-7-0,"5' 7""",135 lbs.,"67""",Switch,3.71,0.46,3.9,44%,2.83,52%,58%,0.0,2022
1704,WIN,Victor Altamirano,1,58,0,0,Flyweight,"KO/TKO, Punches",1,3:39,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Daniel Lacerda,RECORD: 12-4-0,"5' 8""",125 lbs.,"70""",Switch,4.55,0.57,3.7,54%,3.43,39%,63%,0.0,2022
1705,LOSS,Daniel Lacerda,1,22,0,0,Flyweight,"KO/TKO, Punches",1,3:39,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Victor Altamirano,RECORD: 11-6-0 (1 NC),"5' 6""",125 lbs.,"70""",Switch,3.95,0.45,8.28,34%,2.32,50%,0%,1.2,2022
1706,WIN,Marlon Vera,3,61,0,0,Bantamweight,"KO/TKO, Kick",4,2:17,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Dominick Cruz,RECORD: 23-9-1,"5' 8""",135 lbs.,"70""",Switch,4.31,0.49,5.48,50%,0.53,39%,70%,0.9,2022
1707,LOSS,Dominick Cruz,0,92,2,0,Bantamweight,"KO/TKO, Kick",4,2:17,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Marlon Vera,RECORD: 24-4-0,"5' 8""",135 lbs.,"68""",Orthodox,3.91,0.33,2.61,70%,2.82,42%,83%,0.1,2022
1708,WIN,Nate Landwehr,0,91,3,2,Featherweight,M-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",David Onama,RECORD: 18-5-0,"5' 9""",145 lbs.,"72""",Orthodox,6.25,0.46,5.75,55%,1.0,41%,86%,1.0,2022
1709,LOSS,David Onama,1,71,1,0,Featherweight,M-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Nate Landwehr,RECORD: 11-2-0,"5' 11""",145 lbs.,"74""",Orthodox,5.38,0.46,5.48,51%,0.87,18%,45%,0.3,2022
1710,WIN,Yazmin Jauregui,0,86,0,0,Women's,U-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Iasmin Lucindo,RECORD: 11-1-0,"5' 3""",115 lbs.,"64""",Orthodox,6.26,0.38,5.12,55%,0.0,0%,100%,0.0,2022
1711,LOSS,Iasmin Lucindo,0,66,0,0,Women's,U-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Yazmin Jauregui,RECORD: 15-5-0,"5' 3""",115 lbs.,"66""",Orthodox,3.33,0.39,3.23,67%,2.33,66%,66%,0.4,2022
1712,WIN,Azamat Murzakanov,1,79,0,0,Light Heavyweight,"KO/TKO, Punches",3,1:18,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Devin Clark,RECORD: 13-0-0,"5' 10""",205 lbs.,"71""",Southpaw,4.57,0.57,3.12,57%,0.75,16%,83%,0.0,2022
1713,LOSS,Devin Clark,0,14,0,0,Light Heavyweight,"KO/TKO, Punches",3,1:18,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Azamat Murzakanov,RECORD: 14-9-0,"6' 0""",205 lbs.,"75""",Orthodox,3.03,0.54,3.24,44%,2.17,32%,58%,0.1,2022
1714,WIN,Priscila Cachoeira,1,20,0,0,Women's,"KO/TKO, Punches",1,1:05,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Ariane Lipski,RECORD: 12-6-0,"5' 7""",125 lbs.,"65""",Orthodox,3.76,0.44,7.03,43%,0.15,33%,65%,0.0,2022
1716,WIN,Gerald Meerschaert,1,46,1,1,Middleweight,"SUB, Guillotine Choke",3,1:39,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Bruno Silva,RECORD: 36-17-0,"6' 1""",185 lbs.,"77""",Southpaw,3.18,0.45,3.37,53%,2.17,38%,34%,1.6,2022
1717,LOSS,Bruno Silva,0,29,0,0,Middleweight,"SUB, Guillotine Choke",3,1:39,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Gerald Meerschaert,RECORD: 23-11-0,"6' 0""",185 lbs.,"74""",Orthodox,4.12,0.49,5.45,41%,0.93,27%,73%,0.0,2022
